Index,Company,Product,TypeName,Inches,OpSys,Price_euros,SSD_Memory_GB,HDD_Memory_GB,Weight_kg,Ram_GB,ScreenResolution_px,Cpu_Type,Cpu_Frequency_GHz,Gpu_Type
1230,MSI,GS73VR Stealth,Gaming,17.3,Windows 10,1948.99,256,1024.0,2.43,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1231,Dell,Inspiron 7579,2 in 1 Convertible,15.6,Windows 10,999.0,256,0,2.191,8,1920x1080,Intel Core,2.5,Intel HD
1232,Asus,ROG Strix,Gaming,17.3,Windows 10,1949.0,256,1024.0,2.9,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1233,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,Chrome OS,174.0,32,0,1.3,2,1366x768,Intel Celeron,1.5,Intel HD
1234,Acer,E5 774G,Notebook,17.3,Windows 10,598.0,0,1024.0,3.3,4,1600x900,Intel Core,2,Nvidia GeForce
1235,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,No OS,539.0,0,1024.0,2.8,8,1600x900,Intel Core,2.5,Intel HD
1236,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Windows 10,1272.0,128,1024.0,2.6,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1237,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,Windows 10,1149.0,256,0,1.2,8,1920x1080,Intel Core,1.3,Intel HD
1238,Lenovo,Thinkpad T560,Notebook,15.6,Windows 10,1529.0,256,0,2.3,8,1920x1080,Intel Core,2.6,Intel HD
1239,MSI,GP62MVR 6RF,Gaming,15.6,Windows 10,1476.11,128,1024.0,2.2,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1240,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,Windows 10,529.0,0,1024.0,2.1,6,1920x1080,AMD A12-Series,2.7,AMD Radeon
1241,Dell,Latitude E7270,Ultrabook,12.5,Windows 7,1713.37,256,0,1.26,8,1920x1080,Intel Core,2.4,Intel HD
1242,Dell,Inspiron 5578,2 in 1 Convertible,15.0,Windows 10,509.0,0,500,2.08,4,1920x1080,Intel Core,2.4,Intel HD
1243,Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,Windows 10,309.0,0,1024.0,2.65,4,1366x768,Intel Pentium,1.6,Intel HD
1244,Dell,XPS 13,Ultrabook,13.3,Windows 10,1477.0,256,0,1.29,8,3200x1800,Intel Core,2.7,Intel HD
1245,Dell,Vostro 3568,Notebook,15.6,Linux,521.86,0,1024.0,2.18,4,1366x768,Intel Core,2.5,Intel HD
1246,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Windows 10,1029.0,128,1024.0,2.6,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1247,MSI,GL62M 7RDX,Gaming,15.6,Windows 10,1149.0,128,1024.0,2.2,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1248,Lenovo,ThinkPad Yoga,Netbook,12.5,Windows 10,1650.0,512,0,1.3,16,1920x1080,Intel Core,2.50,Intel HD
1249,Razer,Blade Pro,Gaming,14.0,Windows 10,3499.0,1024.0,0,1.95,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1250,Dell,Inspiron 3567,Notebook,15.6,Windows 10,469.01,0,1024.0,2.3,8,1366x768,Intel Core,2.4,Intel HD
1251,MSI,GE72VR Apache,Gaming,17.3,Windows 10,1598.0,256,1024.0,2.7,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1253,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,478.0,0,1024.0,2.1,4,1920x1080,Intel Core,2,Intel HD
1254,HP,EliteBook 840,Ultrabook,14.0,Windows 7,2198.19,256,0,1.54,8,2560x1440,Intel Core,2.5,Intel HD
1255,Dell,Vostro 3559,Notebook,15.6,Windows 7,737.0,0,500,2.24,4,1366x768,Intel Core,2.3,Intel HD
1256,MSI,GL62 6QF,Gaming,15.6,Windows 10,1169.0,128,1024.0,2.3,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1257,Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,1499.0,512,0,1.4,16,1920x1080,Intel Core,2.7,Intel HD
1258,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Windows 10,597.57,256,0,2.2,6,1920x1080,AMD A12-Series,3.6,AMD Radeon
1259,Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Windows 10,1280.0,256,0,1.45,8,1920x1080,Intel Core,2.5,Intel HD
1260,Acer,Aspire ES1-572,Notebook,15.6,Linux,361.8,0,500,2.4,4,1366x768,Intel Core,2.0,Intel HD
1261,Dell,Inspiron 7779,2 in 1 Convertible,17.3,Windows 10,1799.0,512,0,2.77,16,1920x1080,Intel Core,2.7,Nvidia GeForce
1262,HP,EliteBook 840,Notebook,14.0,Windows 7,1099.99,256,0,1.54,4,1920x1080,Intel Core,2.3,Intel HD
1263,Asus,Rog GL553VE-FY052T,Gaming,15.6,Windows 10,1600.0,256,1024.0,2.5,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1264,Dell,Latitude 5480,Notebook,14.0,Windows 10,875.0,0,500,1.6,4,1366x768,Intel Core,2.5,Intel HD
1265,Asus,Rog GL502VS,Gaming,15.6,Windows 10,2325.0,256,1024.0,2.34,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1266,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,No OS,573.0,256,0,2.3,8,1920x1080,Intel Core,2.5,Intel HD
1267,Dell,XPS 13,2 in 1 Convertible,13.3,Windows 10,1813.0,256,0,1.24,8,3200x1800,Intel Core,1.2,Intel HD
1268,Dell,Inspiron 3552,Notebook,15.6,Linux,324.0,0,500,2.2,4,1366x768,Intel Pentium,1.6,Intel HD
1269,HP,255 G6,Notebook,15.6,Windows 10,399.0,0,500,1.86,4,1366x768,AMD A6-Series,2.5,AMD Radeon
1270,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Windows 10,569.0,128,0,2.4,6,1920x1080,Intel Core,2.3,Nvidia GeForce
1271,Lenovo,ThinkPad L460,Notebook,14.0,Windows 10,1072.0,256,0,1.9,8,1920x1080,Intel Core,2.3,Intel HD
1272,Dell,Inspiron 3552,Notebook,15.6,Windows 10,443.99,0,500,2.2,4,1366x768,Intel Pentium,1.6,Intel HD
1273,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,Windows 10,339.0,0,1024.0,2,4,1366x768,Intel Celeron,1.1,Intel HD
1274,Asus,Rog G752VT-GC073T,Gaming,17.3,Windows 10,1900.0,128,1024.0,4.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1275,Dell,Vostro 3568,Notebook,15.6,Windows 10,490.0,0,500,2.29,4,1366x768,Intel Core,2,Intel HD
1276,Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,Windows 7,895.0,0,0,2.32,8,1920x1080,Intel Core,2.5,AMD Radeon
1277,MSI,GE62 Apache,Gaming,15.6,Windows 10,1229.0,128,1024.0,2.4,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1278,Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14.0,Windows 10,833.01,128,0,1.8,4,1920x1080,Intel Core,2.3,Intel HD
1279,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,Windows 10,729.0,512,0,1.2,8,1920x1080,Intel Core,0.9,Intel HD
1280,Dell,Inspiron 3567,Notebook,15.6,Windows 10,459.0,0,1024.0,2.3,6,1366x768,Intel Core,2.4,Intel HD
1281,Acer,Aspire ES1-531,Notebook,15.6,Linux,289.0,0,500,2.4,4,1366x768,Intel Celeron,1.6,Intel HD
1282,Dell,Inspiron 3552,Notebook,15.6,Windows 10,379.0,0,500,2.20,2,1366x768,Intel Celeron,1.6,Intel HD
1283,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,Windows 10,899.0,0,1024.0,2.6,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1284,HP,Pavilion 15-AW003nv,Notebook,15.6,Windows 10,549.99,0,0,2.04,6,1920x1080,AMD A9-Series,2.9,AMD Radeon
1285,Dell,Inspiron 3567,Notebook,15.6,Linux,805.99,0,1024.0,2.3,8,1366x768,Intel Core,2.7,AMD Radeon
1287,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,Windows 10,720.32,0,500,2.2,4,1366x768,Intel Core,2.5,Nvidia GeForce
1288,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,Windows 10,638.0,128,0,1.8,4,1920x1080,Intel Core,2.5,Intel HD
1289,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Windows 10,1499.0,512,0,1.3,16,3200x1800,Intel Core,2.5,Intel HD
1291,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,Windows 10,764.0,0,1024.0,2.19,6,1366x768,Intel Core,2.5,AMD Radeon
1292,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Windows 10,369.0,0,500,2.2,4,1366x768,Intel Celeron,1.6,Intel HD
1293,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,Windows 10,729.0,512,0,1.2,8,1920x1080,Intel Core,0.9,Intel HD
1294,Dell,Inspiron 3567,Notebook,15.6,Windows 10,459.0,0,1024.0,2.3,6,1366x768,Intel Core,2.4,Intel HD
1295,Acer,Aspire ES1-531,Notebook,15.6,Linux,289.0,0,500,2.4,4,1366x768,Intel Celeron,1.6,Intel HD
1296,Dell,Inspiron 3552,Notebook,15.6,Windows 10,379.0,0,500,2.20,2,1366x768,Intel Celeron,1.6,Intel HD
1297,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,Windows 10,899.0,0,1024.0,2.6,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1298,HP,Pavilion 15-AW003nv,Notebook,15.6,Windows 10,549.99,0,0,2.04,6,1920x1080,AMD A9-Series,2.9,AMD Radeon
1299,Dell,Inspiron 3567,Notebook,15.6,Linux,805.99,0,1024.0,2.3,8,1366x768,Intel Core,2.7,AMD Radeon
1301,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,Windows 10,720.32,0,500,2.2,4,1366x768,Intel Core,2.5,Nvidia GeForce
1302,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,Windows 10,638.0,128,0,1.8,4,1920x1080,Intel Core,2.5,Intel HD
1303,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Windows 10,1499.0,512,0,1.3,16,3200x1800,Intel Core,2.5,Intel HD
1305,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,Windows 10,764.0,0,1024.0,2.19,6,1366x768,Intel Core,2.5,AMD Radeon
1306,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Windows 10,369.0,0,500,2.2,4,1366x768,Intel Celeron,1.6,Intel HD
1307,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,Windows 10,729.0,512,0,1.2,8,1920x1080,Intel Core,0.9,Intel HD
1308,Dell,Inspiron 3567,Notebook,15.6,Windows 10,459.0,0,1024.0,2.3,6,1366x768,Intel Core,2.4,Intel HD
1309,Acer,Aspire ES1-531,Notebook,15.6,Linux,289.0,0,500,2.4,4,1366x768,Intel Celeron,1.6,Intel HD
1310,Dell,Inspiron 3552,Notebook,15.6,Windows 10,379.0,0,500,2.20,2,1366x768,Intel Celeron,1.6,Intel HD
1311,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,Windows 10,899.0,0,1024.0,2.6,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1312,HP,Pavilion 15-AW003nv,Notebook,15.6,Windows 10,549.99,0,0,2.04,6,1920x1080,AMD A9-Series,2.9,AMD Radeon
1313,Dell,Inspiron 3567,Notebook,15.6,Linux,805.99,0,1024.0,2.3,8,1366x768,Intel Core,2.7,AMD Radeon
1315,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,Windows 10,720.32,0,500,2.2,4,1366x768,Intel Core,2.5,Nvidia GeForce
1316,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,Windows 10,638.0,128,0,1.8,4,1920x1080,Intel Core,2.5,Intel HD
1317,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Windows 10,1499.0,512,0,1.3,16,3200x1800,Intel Core,2.5,Intel HD
1319,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,Windows 10,764.0,0,1024.0,2.19,6,1366x768,Intel Core,2.5,AMD Radeon
1320,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Windows 10,369.0,0,500,2.2,4,1366x768,Intel Celeron,1.6,Intel HD
